Sentence	B	W	A	H	Abs
The visiting Houston Rockets defeated the Denver Nuggets on Friday , 128 - 110 .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Channing Frye posted a team - high 21 points for the Cavs .	0	1	0	0	X-CARDINAL_COMPARISON PROPN-DATE PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON VERB-PERSON NUM-TIME NOUN-TIME PUNCT-.
Tensions boiled over in the fourth when Cody Zeller and Nene Hilario got tangled up , drawing a double technical .	0	1	0	0	PUNCT-.
The Miami Heat ( 6 - 5 ) got an impressive road victory over the Brooklyn Nets ( 4 - 6 ) 95 - 83 at the Barclays_Center on Monday night .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-LAW PROPN-LAW X-CARDINAL_COMPARISON PROPN-DATE PROPN-GPE PUNCT-.
The Bulls , despite dealing with injuries to Derrick Rose ( knee ) , Jimmy Butler ( elbow ) , and Taj Gibson ( ankle ) , were able to pull out a win against a struggling Wizards team .	0	1	0	1	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Even though he missed a three - point jumper as time expired in regulation , his driving layup with 20 seconds remaining in overtime helped Indiana extend their lead to 108 - 105 .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Toronto Raptors ( 31 - 15 ) picked up a win over their division rival New_York Knicks ( 22 - 26 ) Thursday night at Air_Canada_Centre , 103 - 93 .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME X-CARDINAL_COMPARISON PUNCT-.
Evan Fournier returned from a five - game absence to contribute 14 points off the bench .	1	0	1	0	NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-GPE NOUN-TIME ADP-TIME NUM-TIME NOUN-TIME X-CARDINAL_COMPARISON PUNCT-.
Omri Casspi replaced Ryan Hollins in the starting lineup , compiling 10 points , five rebounds , two assists and one three - pointer in 33 minutes .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PROPN-ORG PUNCT-.
The Houston Rockets ( 27 - 11 ) defeated the Brooklyn Nets ( 16 - 22 ) 113 - 99 on Monday at the Barclays_Center in Brooklyn .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-LAW PROPN-LAW X-CARDINAL_COMPARISON PROPN-PERSON PROPN-TIME NOUN-TIME PUNCT-.
In what was a pseudo playoff game , the hotter team escaped with a win .	0	1	1	0	ADJ-ORDINAL PROPN-PERSON PUNCT-.
For the Jazz ( 7 - 5 ) , on top of losing Monday 's game , they also lost their starting power forward Derrick Favors , as he left the game with left knee soreness after 21 minutes of playing time .	1	0	1	1	PROPN-PERSON NUM-CARDINAL PROPN-ORG PUNCT-.
Cody Zeller returned from a seven - game absence with a quad injury and generated nine points , four rebounds , one assist and two steals over 22 minutes before exiting .	1	0	1	0	PROPN-ORG DET-ORG PROPN-ORG PROPN-DATE X-CARDINAL_COMPARISON PUNCT-.
The Denver Nuggets ( 10 ) defeated the Houston Rockets ( 0 - 1 ) 105 - 85 on Wednesday at the Toyota_Center in Houston .	1	1	0	0	PROPN-PERSON PROPN-GPE X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Add that to J.J. Reddick and Paul Pierce ’ s sharp shooting from deep and the equation resulted in a second straight win .	0	1	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-TIME ADP-TIME NUM-TIME NOUN-TIME PUNCT-.
Zach LaVine made his return from a one - game absence to score 21 points on 7 - of - 16 shooting .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL ADV-ORDINAL PROPN-ORG PUNCT-.
The Rockets absolutely cleaned the glass , with a team total 49 rebounds .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL CCONJ-CARDINAL NUM-CARDINAL PUNCT-.
Smith played a team - high 42 minutes and finished with a game - high 27 points ( 11 - 23 FG ) .	1	1	0	0	DET-ORG PROPN-ORG DET-ORG PROPN-ORG VERB-ORG DET-ORG PROPN-ORG DET-ORG PROPN-ORG PUNCT-.
The Rockets ( 15 - 14 ) defeated the Hornets ( 15 - 12 ) 102 - 95 at Toyota_Center on Monday .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-GPE PUNCT-.
Milwaukee , which out - rebounded Chicago by eight on Wednesday , grabbed 35 rebounds , compared to Detroit ’ s 40 .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PROPN-DATE PUNCT-.
This loss snapped a four - game winning streak for Denver , but it wasn ’ t for a lack of effort .	0	1	1	0	PROPN-PERSON PROPN-DATE PROPN-PERSON NUM-CARDINAL PROPN-GPE PUNCT-.
The Atlanta Hawks defeated the Brooklyn Nets , 110 - 105 , at Philips_Arena on Wednesday evening .	1	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-TIME NUM-TIME NOUN-TIME X-CARDINAL_COMPARISON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
An opportunistic Heat ( 29 - 34 ) team took advantage , pulling away with a 32 - 16 second quarter and never looking back .	1	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PROPN-DATE PUNCT-.
The Bulls played this game without Derrick Rose , Jimmy Butler , Nikola Mirotic and Joakim Noah and showed some serious resiliency in a great win .	0	1	0	0	PROPN-GPE NOUN-league PUNCT-.
Deron Williams returned from a two - game absence with a calf injury to come off the bench and score eight points with four assists in 21 minutes .	1	0	1	0	PROPN-ORG PROPN-PERSON PROPN-DATE PUNCT-.
Augustin , who rallied the Nuggets after the scoring drought and finished with 26 points , seven rebounds , five assists and one steal on 7 - of - 11 shooting in 23 minutes off of the bench .	1	1	0	0	NUM-CARDINAL PROPN-PERSON ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PUNCT-.
Jeremy Lin produced his best game since returning from a prolonged absence with a hamstring ailment , supplying 16 points , eight assists , three rebounds and one steal .	1	1	1	0	PUNCT-.
The Magic and Knicks played a very strange game on Wednesday , as both teams shot terribly , but did n't make many mistakes .	0	1	0	0	PROPN-PERSON NOUN-PERSON PROPN-GPE NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Sacramento ( 19 - 27 ) was relieved to win the close game after losing its last contest on a questionable call in the final minute against Chicago .	1	1	1	0	PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY NOUN-QUANTITY NUM-CARDINAL PUNCT-.
Oklahoma_City had their seven - game win streak snapped , and they lost Kevin Durant to a sprained ankle after the MVP rolled his ankle coming down on Maurice Speights ' foot .	0	0	1	1	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
In the end , the Pacers won the game through their play on the perimeter , with the team shooting an impressive 10 - of - 18 ( 56 percent ) from downtown .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
The Wiz were unable to replicate their astounding comeback from Tuesday night , in which they overcame a double - digit fourth - quarter deficit against the Lakers .	0	0	1	0	PROPN-PERSON VERB-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Oklahoma_City , which got 12 fourth - quarter points from Reggie Jackson , dropped its third straight since losing Russell Westbrook ( knee ) , in addition to Kevin Durant ( leg ) , who has not played this season .	0	1	1	1	PROPN-QUANTITY PUNCT-.
In the end , a Bulls squad without Mike Dunleavy ( ankle ) achieved its third victory in a row , and 10th in 11 contests , on the backs of a complete team effort led by Pau Gasol 's 27 points and 14 rebounds .	1	1	1	0	PROPN-PERSON PART-PERSON PROPN-DATE NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
While the Bulls were able to escape with a victory , they did lose Derrick Rose in the process , as the all - star point guard left the game in the second half after spraining his ankle .	0	1	0	1	PROPN-PERSON NOUN-ORG NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-PERSON PART-PERSON PROPN-PERSON PUNCT-.
Wade , who was battling through an illness , finished with 13 points and four assists , while Bosh had 19 points on 8 - of - 16 shooting .	1	0	0	1	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Alec Burks still managed to stay effective coming off the bench , finishing with a team - high 21 points ( 5 - 13 FG , 11 - 15 FT ) in 32 minutes .	1	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Darrren Collison finished with a team - high 22 points .	0	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-FAC X-CARDINAL_COMPARISON PUNCT-.
Kyle Lowry dislocated the ring finger on his right hand , but after a brief time in the locker room , he returned , finishing with a team - high 20 points to go with eight rebounds and three assists in 40 minutes .	1	1	0	1	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Crawford missed the Clippers ' last game with a rib injury but returned to put up 19 points off the bench in 34 minutes .	1	0	1	1	NOUN-ORG NUM-CARDINAL PUNCT-.
Dwyane Wade then swerved his way to the basket for a buzzer - beating , game - tying lay - up .	0	1	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-DATE PUNCT-.
He did , however , commit a game - high seven turnovers .	0	1	0	0	DET-ORG PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
In his fourth game back since returning from his lengthy wrist injury , Kevin Martin scored a team - high of 19 points ( 8 - 17 FG , 1 - 3 3Pt , 2 - 2 FT ) in 38 minutes .	1	1	1	0	PROPN-PERSON DET-ORG PROPN-ORG PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Cody Zeller returned from a seven - game absence with a quad injury and generated nine points , four rebounds , one assist and two steals over 22 minutes before exiting with soreness .	1	0	1	1	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-LOC X-CARDINAL_COMPARISON PUNCT-.
He finished with 24 points on 5 - of - 25 shooting in 45 minutes .	1	0	0	0	PROPN-PERSON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Memphis ( 18 - 10 ) came into this game 90 in games decided by four points or less and they could n't quite comeback here to improve on that number .	1	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
After falling to Golden State on Wednesday , the Rockets ( 17 - 5 ) got back on track Thursday , knocking off the Kings ( 11 - 12 ) 113 - 109 in overtime .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Despite losing Derrick Favors in this game to renewed knee soreness , Utah was able to piece things together using a small lineup .	0	1	0	1	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Detroit Pistons ( 27 - 24 ) held on for a home win over the New_York Knicks ( 23 - 29 ) Thursday night at The Palace_of_Auburn_Hills , 111 - 105 .	1	1	0	0	PROPN-PERSON NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
With Rodney Hood sitting out with plantar fasciitis in his foot , rookie Dante Exum soaked up the majority of his playing time , as he had nine points and recorded five assits in 20 minutes .	1	1	0	1	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The team struggled , however , shooting just 43 percent and only hitting six three - pointers .	0	1	0	0	PROPN-GPE PUNCT-.
The Bulls were coming off two straight overtime games on their West Coast road trip , and may have just ran out of gas .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Chicago ( 5 - 4 ) came into this losing four of five , but they showed some resiliency in an important road win .	1	1	1	0	PROPN-PERSON DET-DATE NOUN-DATE PROPN-DATE PROPN-ORG PUNCT-.
Rajon Rondo and Dwyane Wade struggled with their shots as well , combining for 14 points on 5 - of - 23 shooting .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Rockets ' Terrence Jones answered back with a three - pointer of his own at the two - minute mark .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PROPN-ORG PUNCT-.
The Nets committed 21 turnovers on the way to their 20th home loss , while Jonas Valanciunas ( 22 points , five rebounds , one steal ) and Kyle Lowry ( 15 - point , 11 - rebound , 11 - assist triple - double ) stepped up in DeMar DeRozan 's ( ankle ) absence .	1	1	1	0	X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-TIME NOUN-TIME X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Booker continued to be highly productive off the bench , tallying a 14 - point , 11 - rebound double - double .	1	1	1	0	PROPN-GPE DET-ORG PROPN-ORG PROPN-TIME NOUN-TIME DET-ORG PROPN-ORG PROPN-DATE NOUN-TIME PUNCT-.
The Nets secured their first victory under interim head coach Tony Brown - - and broke a 10 - game home losing streak - - with some uncharacteristic offense that included a late 10 - 2 run .	0	0	1	0	PROPN-PERSON NOUN-TIME PROPN-PERSON NUM-CARDINAL PUNCT-.
Eric Bledsoe did his best to keep the Suns in the game , posting a team - high 29 points and eight assists in 42 minutes .	1	1	0	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
Offseason addition Greg Monroe also impressed , putting up 14 points , six rebounds , five assists , and missing only two shots .	1	1	0	0	X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON ADJ-ORDINAL PUNCT-.
The Grizzlies ( 13 - 8 ) earned their second straight win and move to 2 - 1 without Mike Conley .	1	1	1	0	PROPN-GPE PROPN-PERSON NUM-CARDINAL PUNCT-.
The Thunder ( 43 - 31 ) , who could clinch a playoff berth with a win , nevertheless entered the fourth quarter trailing by an 82 - 72 margin .	1	1	1	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-ORG PUNCT-.
Veteran Pau Gasol returned from injury with a double - double off the bench , netting 17 points and 11 rebounds .	1	1	0	0	PROPN-EVENT X-CARDINAL_COMPARISON PUNCT-.
Covington continued his torrid start to the second half of the season , tallying a 20 - point , 10 - rebound double - double that also included two assists , three steals and two blocks .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Draymond Green is becoming accustomed to rounding out the box score , and although Green did not capture his ninth triple - double of the season , he did finish with 25 points , nine assists and four rebounds on 8 - of - 12 shooting in 34 minutes .	1	1	1	0	PROPN-PERSON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Five players scored in double figures for the Thunder , who broke a two - game losing streak to improve to 2 - 2 while Durant has been out with an ankle injury .	0	1	1	1	PROPN-ORG PROPN-GPE PROPN-DATE PROPN-NORP PUNCT-.
The Grizzlies ( 20 - 12 ) hold a reputation as one of the true grinding , defensive - minded squads in the NBA , and rightfully so .	1	0	1	0	PROPN-GPE NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
The Memphis Grizzlies ( 29 - 11 ) knocked off the Portland Trail_Blazers ( 30 - 11 ) , 102 - 98 , extending their winning streak to four games .	1	1	1	0	PROPN-PERSON NUM-PERSON PROPN-GPE PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
John Wall has been one of the most consistent ball distributors in the NBA this season , as his 11 assists per game are second - best in the league this season behind James Harden 's 11 per game .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Bucks head back home and await the Chicago Bulls on Thursday night , while the Raptors head to Philadelphia for a Wednesday evening matchup with the Sixers .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
DeAndre Jordan had a monster game down low , totaling 13 points and 25 rebounds on 5 - of - 6 shooting .	1	1	0	0	PROPN-PERSON ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PUNCT-.
Anthony Davis recorded his third double - double in four games this year , scoring 24 points and pulling in 13 rebounds .	1	0	1	0	NUM-CARDINAL PUNCT-.
Reigning MVP Steph Curry had 16 points and nine assists to go along with a pair of blocks .	1	0	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PROPN-DATE PUNCT-.
Andre Iguodala led the second unit with 10 points , seven rebounds and two assists .	1	1	0	0	PROPN-PERSON PROPN-FAC PROPN-PERSON NUM-CARDINAL PUNCT-.
Ross collected 14 points and six rebounds while Biyombo produced a double - double in his first game back in a reserve role , tallying 12 points and hauling in 12 boards .	1	1	1	0	PROPN-GPE PROPN-PERSON PROPN-GPE PROPN-PERSON NUM-CARDINAL PUNCT-.
The Pelicans hung in the game without their all - star power forward behind Ryan Anderson 's season - high 30 points ( 13 - 25 FG , 4 - 10 3Pt ) , but would ultimately drop their fifth straight game .	1	1	1	0	PROPN-FAC PART-FAC ADJ-ORDINAL PROPN-DATE NUM-DATE NUM-CARDINAL PUNCT-, NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Toronto , losers of six of its last eight , matched Atlanta ’ s 17 turnovers but managed only 43 percent shooting .	1	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-PERSON PROPN-PRODUCT PUNCT-.
Los_Angeles held James Harden , the league 's leading scorer who was coming off of back - to - back 40 - point games , to just nine points .	0	1	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL DET-DATE NOUN-DATE PROPN-PERSON PROPN-DATE PROPN-PERSON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
Karl-Anthony Towns , who has averaged 24 points and 13 rebounds in his last six games was relatively quiet , as he finished with 16 points and six rebounds , in 37 minutes .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-FAC PUNCT-.
Hayward has led Utah with an average of 20 points per game in 2015 - 16 .	0	0	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
Mason Plumlee was close to a triple - double , with 10 points , 11 rebounds and seven assists , in 23 minutes .	1	1	0	0	DET-DATE ADJ-DATE NOUN-DATE PROPN-GPE PROPN-PRODUCT PROPN-GPE X-CARDINAL_COMPARISON NOUN-TIME PUNCT-.
He recorded 19 points Wednesday on 7 - of - 16 shooting , 10 rebounds and five assists , giving him three double - doubles in his last three games since the injury .	1	1	1	1	NUM-CARDINAL PROPN-GPE PROPN-DATE PROPN-FAC DET-TIME ADJ-TIME NOUN-TIME NUM-PERCENT NOUN-PERCENT NUM-PERCENT NOUN-PERCENT PUNCT-.
Richardson clocked 31 minutes and shot 9 - for - 12 , including four big three - pointers to help establish and maintain Miami 's massive lead .	1	1	0	0	ADJ-DATE PROPN-DATE NUM-CARDINAL PUNCT-.
Steven Adams remained in the starting lineup with Ibaka out , and added a double - double of his own with 14 points ( 5 - 9 FG , 4 - 7 FT ) and 13 rebounds .	1	1	0	1	DET-ORG PROPN-ORG PROPN-DATE DET-ORG PROPN-ORG NUM-CARDINAL DET-ORG PROPN-ORG NUM-CARDINAL PUNCT-.
Second-year man Willy Hernangomez , seeing his first game action in four contests , led the bench with 14 points , six rebounds , two blocks and a steal .	1	1	1	0	DET-ORG PROPN-ORG PROPN-GPE PROPN-ORG ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
Carmelo Anthony was up for the challenge , as he led his squad with 28 points , nine rebounds , two steals and one assist , in 39 minutes .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Singler finished with a season - high 21 points on 5 - of - 7 shooting from downtown .	1	0	1	0	DET-ORG PROPN-ORG PROPN-DATE X-CARDINAL_COMPARISON ADV-ORDINAL NUM-CARDINAL NUM-PERCENT NOUN-PERCENT DET-ORG PROPN-ORG ADV-ORDINAL PROPN-GPE PUNCT-.
Minnesota received double - digit scoring performances from starters Andrew Wiggins ( who returned from a one - game absence due to a knee injury ) , Zach LaVine ( who replaced the injured Ricky Rubio ) and rookie sensation Karl Anthony-Towns , who posted his fourth consecutive double - double and sixth overall on the season .	0	1	1	1	PROPN-NORP X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
Jimmy Butler recorded a career - high 10 assists as the de facto point guard .	0	0	1	0	PROPN-PERSON NUM-CARDINAL DET-TIME NOUN-TIME PUNCT-.
It was a nice bounce - back game for Porzingus , as the young big man had n't scored more than 20 points since Dec. 7 against the Mavericks .	0	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
Domantas Sabonis tallied six points , seven rebounds , one assist and one block .	1	0	0	0	NUM-CARDINAL PROPN-PERSON PUNCT-PERSON PROPN-PERSON NOUN-PERSON PROPN-GPE PUNCT-.
The Atlanta Hawks ( 11 - 6 ) went on the road and took down the Miami Heat ( 9 - 9 ) 112 - 102 on Wednesday at AmericanAirlines Arena .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
The Jazz were then able to stay on track and earn a solid home win .	0	1	1	0	PROPN-PERSON PUNCT-.
Aaron Gordon accrued 18 points , six rebounds and seven assists in the loss , while Serge Ibaka recorded a double - double .	1	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Lakers ( 20 - 47 ) were unable to match the shooting efficiency the Nuggets had going , and finished 30 percent from three point range and 43 percent from the field , compared to the lights out 54 percent effort by Denver .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Gordon Hayward was the player of the game for Utah , as he dropped 24 points and seven rebounds .	1	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
Recently-injured superstar Kevin Durant played his third game since returning from injury on Wednesday and looked very much like himself , scoring 29 points on 11 - of - 16 shooting along with eight rebounds and five assists .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-NORP DET-DATE NOUN-DATE PUNCT-.
Harden had only 11 points ( 5 - 13 FG , 1 - 6 3Pt ) and three assists , marking his worst game offensively since mid - November .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
James Harden had a monster game , as he collected 41 points , 14 rebounds and 11 assists .	1	1	0	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL NUM-TIME ADP-TIME NUM-TIME NOUN-TIME PUNCT-.
Meanwhile , Wilson Chandler continues to look to break away from his start - of - the - season slump , as he had 19 points ( 7 - 12 FG , 2 - 4 3Pt , 3 - 4 FT ) and seven rebounds .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-TIME NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Jae Crowder with the other Celtics starter with double - digit scoring , managing 10 points , a pair of rebounds , a pair of assists and four steals .	1	1	0	0	PROPN-PERSON PROPN-DATE NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-.
The Rockets star player added 34 points and eight rebounds to his strong start to the season .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL CCONJ-CARDINAL NUM-CARDINAL PUNCT-.
Marquese Chriss had his best game of the year , scoring 14 points and grabbing 12 boards .	1	0	1	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
J.J. Redick left the game with a bruised left heel , and it is unlikely that he will play in the Clippers ' final game of the season Wednesday , but initial reports suggest it is only a minor setback before the playoffs .	0	1	1	1	PROPN-PERSON PROPN-ORG NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Pau Gasol notched his league - leading 48th double with 19 points and 12 rebounds in a team - high 28 minutes , throwing his name into the Comeback Player of the Year conversation .	1	0	1	0	NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The 25 - year - old impressively tallied 12 points and five assists in the final period to spearhead the Wizards ' offensive attack and secure the victory .	1	1	0	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Eric Bledsoe followed with 23 points , seven assists , five rebounds and a block .	1	0	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Darren Collison 's 23 points followed , while Arron Afflalo posted 14 points .	1	0	0	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
The starting five 's tally was rounded out by Chris Bosh , who supplied 13 points , seven rebounds , an assist and a block .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
Devin Booker spearheaded the Suns ' attack with a game - high 28 points , and he added seven assists , three rebounds , a steal and a block .	1	1	0	0	PROPN-PERSON DET-DATE NOUN-DATE PROPN-DATE PUNCT-.
Jabari Parker continued his comeback from an ACL injury with an efficient eight pioints , eight rebounds , one assist , and two steals in 24 minutes .	1	0	0	1	PROPN-PERSON DET-DATE NOUN-DATE NUM-CARDINAL PUNCT-.
In this game , he collected 24 points , 10 rebounds and eight assists in the win .	1	0	0	0	PROPN-ORG NUM-CARDINAL PROPN-ORG DET-DATE NOUN-DATE PUNCT-.
Veteran big man Al Jefferson delivered a vintage perfromance on Wednesday , dropping in 26 points on 11 - for - 15 shooting and showcasing a wide array of post moves .	1	1	1	0	PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Greg Monroe continues to be a force down low , as he recorded his second double - double of the season of 23 points ( 10 - 14 FG ) and 13 rebounds in 39 minutes .	1	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Kentavious Caldwell-Pope led the team in scoring with 21 points , but missed an open game - tying three with two seconds left .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Devin Booker had a game to forget , as he went 2 - of - 13 from the field en route to eight points , three rebounds and four assists .	1	1	0	0	PROPN-PERSON ADV-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON PROPN-DATE PUNCT-.
He also added seven rebounds and three assists in his best game of the year .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-DATE PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
