Sentence	B	W	A	H	Abs
Joe Saunders ( 9 - 10 ) allowed six runs over five innings for Seattle , including two in the first as the Mariners set themselves back with an error and a passed ball .	1	0	0	0	
Giambi hit a 2 - 1 pitch to right for his fourth career homer in 21 at-bats off Arroyo , who gave up five runs in 5 2/3 innings .	1	0	1	0	
Astros ace Roy Oswalt allowed six hits and three runs with a season-high nine strikeouts in seven innings .	1	0	1	0	
Miguel Cabrera hit his seventh home run and Magglio Ordonez had three singles for the Tigers , who managed six hits .	1	0	1	0	
Josh Satin had two doubles and a single for the Mets , scoring one run and driving in the other to extend his hitting streak to 11 games .	1	0	1	0	
Earlier , Lou Montanez singled in the tiebreaking run in the 14th inning to give the Orioles a 4 - 3 victory in a game halted in Chicago after 11 innings on April 28 .	1	1	0	0	
Masterson ( 1 - 0 ) allowed one run and three hits in six innings , ending his night by retiring 11 straight batters .	1	1	0	0	
Tom Koehler tossed seven strong innings , Ed Lucas homered and the Marlins scored for the first time in four games in a 3 - 1 win over the Colorado Rockies .	1	1	1	0	
Hernandez gave up runs in each of the first two innings , while Peavy was knocked around for six earned runs and seven hits in just 2 1/3 innings before leaving with an injury to his ribs .	1	1	0	0	
Dan Haren gave up three runs -- one earned -- in six innings to get his first Arizona victory .	1	0	1	0	
Albert Pujols hit a three - run homer to cap a six - run fourth inning , Skip Schumaker and Chris Duncan each had two hits and two RBIs with a walk in their first three at-bats , and the St. Louis Cardinals beat the San Francisco Giants 11 - 1 on Friday night .	1	1	0	0	
Snell ( 2 - 0 ) , the only Pirates starting pitcher to win this season , pitched 6 1/3 innings for the victory despite allowing nine hits and walking two .	1	1	1	0	
Mets starter Dillon Gee and counterpart Ian Kennedy , who matched a season high with eight strikeouts , kept the sluggish offenses in check for seven innings each .	0	1	1	0	
Chicago 's Nick Swisher homered in his fourth straight game , giving the White Sox a 2 - 0 lead with a two - run shot in the fourth , but the Rays came back .	1	1	1	0	
BALTIMORE -- Ryan Zimmerman hit three home runs in the first five innings , leaving the Baltimore Orioles with a four - run deficit to overcome against one of the best pitchers in the National League .	0	1	1	0	
The left-handed Lilly ( 1 - 3 ) retired his first 10 batters and lowered his ERA from 9.16 to 7.30 after allowing a run , four hits and four walks over six innings .	1	1	0	0	
Webb gave up six hits in six innings to earn his major league-leading 13th win in the Arizona Diamondbacks ' 2 - 0 victory over the Washington Nationals on Tuesday night .	1	1	1	0	
Derek Norris hit a two - run homer in the second , Jarrod Parker pitched seven strong innings and the Athletics beat the Giants 6 - 3 on Tuesday night for their fifth straight victory .	1	1	1	0	
Edward Mujica ( 1 - 1 ) worked a scoreless ninth for the Cardinals after Adams ' pinch-hit , two - run homer tied it two innings earlier .	1	1	0	0	
The Astros ' bullpen allowed one hit in four scoreless innings as Houston beat Cincinnati for the seventh straight time .	1	1	1	0	
J. P. Arencibia gave the Blue Jays the lead with a two - run single in the sixth , Edwin Encarnacion hit his 25th homer and Maicer Izturis had three hits to help the Blue Jays secure their fourth win in 11 games .	1	1	1	0	
Gonzalez gave up a run on five hits in 5 1/3 innings , walking one and striking out five as the Astros won for just the third time since DeFrancesco took over two weeks ago .	1	0	1	0	
Carlos Ruiz drove in two runs for the Phillies , including the go-ahead score in the eighth , and Cole Hamels ( 4 - 3 ) struck out seven in seven innings to win his second straight decision .	1	0	1	0	
Colon worked seven strong innings to win his sixth straight decision , Reddick homered and matched a career high with four hits , and the Oakland Athletics avoided a sweep with a 10 - 2 victory over the Seattle Mariners on Sunday .	1	1	1	0	
Olson lasted only 2 2/3 innings , giving up six runs and eight hits as the Orioles lost for just the third time in 11 games .	1	0	1	0	
Newhan , who joined the team from Triple-A Round Rock on Tuesday , stretched Houston 's lead to 5 - 0 when his double drove in two runs in the second inning .	1	1	0	0	
Back after missing 44 games with a strained left hamstring , Ramos hit a go-ahead , three - run homer in the seventh inning Thursday , leading the Nationals to an 8 - 5 matinee win over the Milwaukee Brewers .	1	1	1	0	
The Dodgers had a similar come-from-behind victory over the Cardinals on May 20 at Dodger Stadium , when pinch hitter Scott Van Slyke hit a go-ahead three - run homer off Mark Rzepczynski in the seventh inning .	1	0	1	0	
Jones hit his ninth homer -- a three - run shot off Bronson Arroyo in the seven - run second .	1	0	1	0	
Jose Altuve drove in two runs for the Astros , who finished with just seven hits and were 0 - for - 12 with runners in scoring position .	1	0	0	0	
Troy Tulowitzki drove in three runs and the Rockies scored six times in the fifth inning to extend the Nationals ' losing streak to nine games with a 13 - 6 victory Saturday night .	1	1	1	0	
The right-hander struck out seven and allowed seven hits over six innings to win for the first time since April 9 .	1	0	1	0	
The AL West-leading Rangers pounded Hernandez for nine runs and 11 hits in three - plus innings on Wednesday en route to a 12 - 4 win over the Mariners .	1	1	0	0	
Lynn threw one - hit ball for seven innings and Carlos Beltran homered for the third straight game to lead the St. Louis Cardinals to a 5 - 0 win over the Philadelphia Phillies on Saturday night .	1	1	1	0	
Carlos Beltran and Jon Jay homered , and Yadier Molina had four hits for St. Louis , which got seven of its 16 hits in the eighth inning .	1	1	0	0	
The Rays trailed 2 - 1 in the sixth when Evan Longoria , who hit a winning two - run homer with two outs in the ninth Saturday night , led off with a double .	1	1	0	0	
Richard went a season-high eight innings , allowing one run on seven hits .	1	0	1	0	
Upton , Jason Heyward and Dan Uggla homered in the eighth inning , and Juan Francisco hit a pair of solo shots earlier in the game to help the Braves win their 10th straight with a 6 - 3 victory over the Kansas City Royals on Tuesday night .	1	1	1	0	
Aaron Cunningham 's pinch-hit , two - run double against Miguel Batista ( 4 - 14 ) in the seventh tied it and the A 's earned their fourth season-series win against the Mariners in five years .	1	1	1	0	
The Rangers took a 2 - 0 lead in the first , but the Angels pulled within 2 - 1 in the second on Kendrick 's first homer since Sept. 4 , 2007 .	1	1	1	0	
In the opener , Freddy Sanchez hit a three - run double and Zach Duke pitched six shutout innings as the Pirates won 5 - 0 for their sixth consecutive win .	1	1	1	0	
Guthrie allowed one earned run in six innings , and the Royals hit a season-high three homers in a 6 - 2 victory Thursday night .	1	1	1	0	
Richard pitched six innings for his first major league win , Nick Swisher and Jim Thome homered , and the Chicago White Sox beat the Seattle Mariners 5 - 0 Tuesday night .	1	1	1	0	
The Rays had trailed 7 - 0 and beat the New York Yankees 8 - 7 in 12 innings to make the playoffs .   When I went up in the ninth , A. J. ( Pierzynski ) told me that Longo ( Tampa Bay 's Evan Longoria ) hit three tonight .	1	1	0	0	
Vogelsong allowed three hits in five scoreless innings , lowering his ERA from 8.06 to 7.19 .	1	1	1	0	
Yadier Molina had four hits but got little help from the rest of the Cardinals , who went 1 for 21 with runners in scoring position over their final three games .	1	1	1	0	
Skip Schumaker and Nick Punto hit consecutive singles and Tim Federowicz , who hit his first major league home run in the third , followed with a two - run double to center for a 5 - 4 lead .	1	1	1	0	
Mike Minor allowed only two hits in seven scoreless innings , Brian McCann hit a three - run homer in Atlanta 's seven - run third , and the Braves beat the Colorado Rockies 9 - 0 Wednesday night for their sixth straight win .	1	1	1	0	
Kozma hit a two - run homer , Lance Lynn pitched seven innings to earn his 17th win and the Cardinals strengthened their grip on a playoff spot with a 6 - 1 win over the Houston Astros on Monday night .	1	1	1	0	
In the opener of that four - game sweep , Tim Wakefield allowed five runs in 3 2/3 innings , but the Red Sox won 11 - 9 .	1	1	0	0	
Justin Morneau hit a two - run homer in the sixth inning , Joe Mauer went 2 - for - 3 with a double and Joe Nathan picked up his 18th save in 20 chances for the Twins .	1	0	1	0	
Cain ( 4 - 2 ) matched his season high of five walks but allowed only two runs and two hits in five innings .	1	0	1	0	
Blackmon , who entered the game in the second inning for Dexter Fowler , led off the third with his fourth homer to give the Rockies a 3 - 0 lead .	1	1	0	0	
Nicasio pitched six effective innings for his first victory in almost a year , and Wilin Rosario , Michael Cuddyer and Dexter Fowler homered to lift the Rockies over the Milwaukee Brewers 7 - 3 on Wednesday night .	1	1	1	0	
Westbrook allowed four runs -- three earned -- and nine hits in 5 1/3 innings , increasing his ERA from 1.07 to 1.62 .	1	0	1	0	
Beavan , the one - time Texas prospect , tossed seven shutout innings against his former club , Michael Saunders hit a solo homer in the second inning and the Seattle Mariners took their second straight from the Rangers , 1 - 0 on Saturday night .	1	0	1	0	
Lowe pitched eight strong innings and got home run support from Jeff Kent , Andre Ethier and Matt Kemp in the Dodgers ' 8 - 2 win on Monday night , which sent the defending NL champions to their eighth consecutive loss and 13th straight on the road .	1	1	1	0	
Buehrle threw seven shutout innings , Colby Rasmus and J. P. Arencibia homered , and the Toronto Blue Jays handed the Rangers their fourth straight loss , 8 - 0 on Friday night .	1	0	1	0	
Garret Anderson went 4 - for - 5 with a homer and four RBIs , Joe Saunders earned his 14th win and the Angels swept the lackluster and error-prone Red Sox 9 - 2 Wednesday night .	1	1	1	0	
Kuroda allowed only two baserunners in seven brilliant innings , Matt Kemp homered and the Dodgers beat Philadelphia 3 - 1 Thursday night to complete their first four - game sweep of the Phillies in 46 years .	1	1	1	0	
Floyd , who was 5 - 0 in his previous eight starts , gave up only two hits in the first six innings and they were both to Scutaro , who doubled in the first and singled in the sixth .	1	1	1	0	
Vazquez went deep in the 10th inning Monday night to give the Rangers a 13 - 12 victory over the Mariners in the opener of the three - game series .	1	1	1	0	
Andrew Cashner pitched 6 2/3 strong innings and Kyle Blanks and Will Venable homered off Dan Haren to lead the Padres to a 13 - 4 victory Sunday and a split of their four - game series .	1	1	0	0	
Jair Jurrjens pitched three - hit ball for seven innings , striking out Jones three times , and the Atlanta Braves beat Los Angeles 6 - 1 Sunday for their first sweep of the Dodgers in eight years .	1	1	1	0	
Corbin ( 5 - 0 ) pitched 6 1/3 innings and scattered four hits , allowing one run to lower his ERA to 1.75 .	1	0	0	0	
Teheran pitched 8 1/3 strong innings , Dan Uggla hit a three - run homer and the Atlanta Braves won their fourth straight game with a 5 - 1 victory over the struggling Minnesota Twins on Monday .	1	1	1	0	
Rollins connected on a two - run homer and Cliff Lee pitched seven strong innings to lead the streaking Phillies to their seventh straight win , 3 - 1 over the Miami Marlins on Wednesday .	1	1	1	0	
Alfonso Soriano homered , Jim Edmonds drove in two runs , and the Chicago Cubs beat the reeling Colorado Rockies 5 - 3 on Sunday to complete a perfect seven - game homestand .	1	1	1	0	
Braun homered in the third and fifth innings to give Milwaukee a 4 - 1 lead , while J. J. Hardy went 3 - for - 4 with two triples and an RBI .	1	1	0	0	
This time , he was tagged for a season-high six runs and seven hits in 3 2/3 innings .	0	0	1	0	
Tejada 's two - run homer in the bottom of the ninth gave the Astros a 5 - 3 win over St. Louis , snapping a five game winning streak for the Cardinals .	1	1	1	0	
Miller , starting for the first time in 12 days , threw six shutout innings and Allen Craig drove in a pair of runs to lead the Cardinals to a 4 - 1 win over the Philadelphia Phillies on Tuesday night .	1	1	1	0	
B. J. Upton and Jose Molina homered during a six - run fifth inning , and the surging Rays beat the Toronto Blue Jays 11 - 5 on Saturday night for their fourth consecutive victory .	1	1	1	0	
Ramirez hit his ninth home run of an injury-marred season leading off the fourth inning , giving Milwaukee a 3 - 0 lead .	0	1	1	0	
Jhoulys Chacin ( 2 - 0 ) allowed two runs and four hits in five innings , his ERA rising from 1.35 to 1.96 .	1	0	1	0	
Ryan Howard drove in the first run in Philadelphia 's four - run first inning and Happ pitched six scoreless innings to help the Phillies earn their season-high sixth straight win , 6 - 1 over the Atlanta Braves on Wednesday night .	1	0	1	0	
Aceves ( 2 - 1 ) held the Phillies to one run over six innings in his best outing of the year , and the Boston Red Sox beat the Philadelphia Phillies 9 - 3 on Monday night .	1	1	1	0	
Reimold homered and hit a tiebreaking two - run double in the eighth inning as the Orioles rallied to beat the Los Angeles Dodgers 7 - 5 in the first game of a split-doubleheader .	1	1	0	0	
ATLANTA -- B. J. Upton had four hits , including the game-winning single in the 11th inning , and the Atlanta Braves beat the Miami Marlins 5 - 4 for their fifth straight win on Saturday night .	1	1	1	0	
Longoria hit a two - run homer during a four - run third inning , and the Tampa Bay Rays went on to pummel the Kansas City Royals 9 - 2 on Sunday for their seventh straight win .	1	1	1	0	
Howard homered twice , drove in three runs and continued to inch his batting average toward a more respectable level , leading the Philadelphia Phillies to a 4 - 1 victory over the St. Louis Cardinals on Thursday .	1	1	0	0	
CINCINNATI -- Bronson Arroyo limited the NL 's most prolific offense to four singles in eight innings , and Jay Bruce had a two - run homer among his three hits , leading the Cincinnati Reds to a 3 - 0 victory over the Colorado Rockies on Monday night .	1	1	1	0	
Edgar Gonzalez allowed one hit before tiring in the sixth , Brett Wallace , Jason Castro and Jose Altuve all homered , and the Houston Astros beat Yovani Gallardo for the first time in three seasons , dousing the Brewers ' faint playoff hopes with a 7 - 6 victory on Friday night .	1	1	1	0	
The former waiver-wire pickup worked seven sharp innings and Albert Pujols homered for the third time in four games in a 5 - 4 victory over the Pittsburgh Pirates on Friday night .	1	1	1	0	
Holliday hit a two - run home run in the bottom of the eighth , Aaron Cook pitched seven strong innings and the Colorado Rockies snapped a five - game losing streak with a 2 - 1 win over the Atlanta Braves on Monday night .	1	1	1	0	
The Indians rallied from a two - run deficit in the ninth inning Wednesday night and Carlos Santana hit a leadoff home run in the 10th to give Cleveland its seventh straight victory , a 6 - 5 victory over the Chicago White Sox .	1	1	1	0	
Marte hit two of Pittsburgh 's five home runs and Jeff Locke pitched seven sharp innings to lead the Pirates past the Seattle Mariners 9 - 4 on Tuesday night for their fifth straight victory .	1	1	1	0	
Dominguez hit a three - run homer , Tyler Greene added a solo shot and the Astros slowed Cincinnati 's run to the NL Central title with a 5 - 1 win over the Reds on Sunday .	1	1	0	0	
Molina hit his fifth home run and Westbrook pitched seven innings of two - hit ball in the St. Louis Cardinals ' 4 - 1 victory over the Chicago Cubs on Wednesday night .	1	1	0	0	
Guthrie allowed one run in seven innings to win his third straight start , Kevin Millar homered twice and the Baltimore Orioles cruised past the Texas Rangers , 9 - 1 Friday night .	1	1	1	0	
Freeman hit two homers , Brian McCann added a three - run shot and the Atlanta Braves won their fifth straight game with an 11 - 3 victory over the Colorado Rockies on Tuesday night .	1	1	1	0	
Guillen hit a key two - run single after the one - day illness , helping the Royals win their sixth straight with a 5 - 2 victory over the Seattle Mariners .	1	1	1	0	
Rickie Weeks hit a three - run homer in the seventh , Seth McClung pitched four scoreless innings in relief and the Brewers rallied to beat the Chicago Cubs 5 - 1 on Friday night for their fifth straight win and the lead in the NL wild-card race .	1	1	1	0	
Edwin Encarnacion hit a two - run double , Neil Wagner earned his first major league win and four Toronto relievers combined for five shutout innings to lead the Blue Jays to a 6 - 1 victory over the Texas Rangers on Friday night .	1	1	1	0	
Thanks to stellar pitching and pushing across an unearned run , the Indians won for the eighth time in nine games with a 1 - 0 victory over the Oakland Athletics on Tuesday night .	1	1	1	0	
The Los Angeles shortstop had three hits , including a three - run homer in a seven - run sixth inning , and the Dodgers beat the Colorado Rockies 11 - 6 Friday night for their seventh straight win .	1	1	1	0	
Alex Cobb took a two - hitter into the seventh inning , Matt Joyce drove in three runs and Tampa Bay beat the Orioles 7 - 4 Tuesday night for its sixth win in seven games .	1	1	1	0	
Held to one run and three hits through six innings , the Yankees scored six times in the seventh and handed the Indians just their third loss in 16 games .	0	1	1	0	
Lance Berkman hit a grand slam in an eight - run seventh , two innings after Lincecum left the game with a bruised right knee , and the Astros beat the Giants 12 - 4 on Tuesday night for their sixth straight victory .	1	1	1	0	
Jeremy Guthrie pitched impressively into the seventh inning , Salvador Perez hit a two - run triple and the Kansas City Royals beat the Detroit Tigers 3 - 2 Monday night for their sixth straight victory .	1	1	1	0	
Bradley , the AL starting designated hitter in place of injured David Ortiz , matched a career high with his 19th homer and had an RBI single .	0	0	1	0	
The right-hander , who has won nine of his previous 10 decisions , was lifted for a pinch-hitter in the seventh when Florida took the lead .	0	1	1	0	
Backe raised his batting average to .345 while lowering his ERA to 4.76 .	1	0	1	0	
Byrd then lined a double into the left-field corner for an 8 - 7 lead .	1	1	0	0	
The Chicago White Sox left-hander also showed Texas fans what they 're missing .	0	1	0	0	
ARLINGTON , Texas ( AP ) -- John Danks came home and gave about 40 family and friends quite a show .	0	1	1	0	
They lead the majors with 135 .	0	0	1	0	
Cantu 's 18th homer and second in two games extended the Marlins ' club-record home run streak to 14 games .	0	0	1	0	
But Cantu tied it in the sixth with a first-pitch drive into the lower seats in the left field corner .	0	1	0	0	
His drive to right-center on a 1 - 0 pitch gave Los Angeles a 2 - 1 lead .	1	1	0	0	
Kemp hit a leadoff homer in the second inning .	0	1	0	0	
The six - time All-Star set a major league record in 1997 with 98 RBIs in the leadoff role , a major league record that stood until Darin Erstad knocked in 100 runs for the Angels in 2000 .	0	0	1	0	
It was the first time Garciaparra hit leadoff since July 16 , 2002 with the Boston Red Sox , when he went 1 - for - 6 and came up empty with the bases loaded in back-to-back innings at Detroit .	0	0	1	0	
Garciaparra was 1 - for - 5 in the one hole , becoming the fifth player manager Joe Torre has used in the leadoff slot this season .	0	0	1	0	
Matt Kemp , who batted leadoff the previous 11 games in place of injured outfielder Juan Pierre , was bumped to the seventh spot in the order .	0	1	1	0	
In his previous outing , the right-hander pitched a one - hit , 3 - 0 victory against Atlanta at Dodger Stadium .	0	0	1	0	
Kuroda gave up three runs and seven hits over 6 2/3 innings in his third start since coming off the disabled list .	1	0	1	0	
In the opener , Josh Johnson made his first start in more than a year after Tommy John surgery , and Chris Volstad came within one out of a shutout in his first big league start on Friday night .	0	0	1	0	
The Marlins , who have the only rotation in the majors with five starters all under the age of 26 , have taken the first three games of this four - game set .	0	0	1	0	
But Andre Ethier greeted left-hander Renyel Pinto with a leadoff homer to center field in the eighth .	0	1	0	0	
Marlins starter Ricky Nolasco allowed two runs and five hits in six innings and struck out six .	1	0	0	0	
Alfredo Amezaga , who replaced Ramirez , drove in Ross with a bloop single to center field that chased starter Hiroki Kuroda and put the Marlins ahead 3 - 2 .	1	1	0	0	
Ross led off the Florida seventh with a double that extended his career-best hitting streak to 15 games , the longest by a Marlins player since a 17-game run by Alex Gonzalez in June 2005 .	0	0	1	0	
Doug Waechter ( 1 - 2 ) pitched a perfect 10th inning for the victory .	1	1	0	0	
Uggla came home on Ross ' flyball after Robert Andino sacrificed him to third .	0	1	0	0	
Josh Willingham led off the 11th with a double against Ramon Troncoso ( 0 - 1 ) , and scored when Uggla pulled a 1 - 0 pitch inside third base for his first RBI in three games after missing the previous 11 with a left ankle strain .	1	1	0	0	
He is scheduled to have an MRI exam on Monday .	0	0	1	0	
Saito is 3 - 3 with 17 saves , a 2.18 ERA and 53 strikeouts in 41 1/3 innings over his 39 appearances .	0	0	1	0	
Takashi Saito , the Dodgers ' All-Star closer , left with tightness in his right elbow after retiring his first two batters in the ninth and going to a 2 - 2 count on Wes Helms .	0	1	0	0	
Ramirez told reporters he would play Sunday .	0	0	1	0	
Ramirez , scheduled to start in Tuesday 's All-Star game , said he hurt himself making a throw to first on Nomar Garciaparra 's leadoff single in the first .	0	0	1	0	
Jorge Cantu homered for the Marlins , who lost shortstop Hanley Ramirez in the second inning after he grounded out .	1	1	0	0	
Gregg , 6 - 4 with a 2.60 ERA in 46 appearances , credits a good portion of his success to the lessons he learned from Tampa Bay Rays closer Troy Percival when they were teammates with the Angels .	1	0	1	0	
The big right-hander is halfway to 40 saves after recording 32 last year in his first season as a full-time closer .	0	0	1	0	
LOS ANGELES ( AP ) -- For the second time in three games , the Florida Marlins took the lead in the 11th inning and Kevin Gregg got the save .	0	0	1	0	
The crowd of 44,363 was Toronto 's biggest since opening day , surpassing Friday 's crowd of 43,078 .	0	1	0	0	
Robinson Cano reached on an error by shortstop John McDonald , Melky Cabrera singled and both runners advanced on a grounder before Gardner hit a two - run single and scored on Jeter 's single .	1	0	0	0	
The Yankees chased Litsch with a three - run third .	0	1	0	0	
One out later , Rodriguez hit a two - run single .	0	1	0	0	
Gardner hit a run-scoring single and Jeter drove in a run when Scutaro bobbled a potential double-play grounder to second .	0	1	0	0	
New York jumped back in front in the second , loading the bases with a walk , a single and a hit batter .	0	1	0	0	
Marco Scutaro hit an RBI single and Adam Lind had a three - run triple .	1	0	0	0	
Trailing 1 - 0 on Jeter 's home run , Toronto put Rasner in an early hole by sending eight batters to the plate in the first .	0	1	0	0	
The right-hander , who began the season 7 - 1 , has won just once in his past eight outings .	0	0	1	0	
Toronto 's Jesse Litsch ( 8 - 6 ) gave up eight runs -- three earned -- and seven hits in 2 2/3 innings .	1	0	0	0	
Edwar Ramirez , Jose Veras and Kyle Farnsworth each worked a hitless inning before LaTroy Hawkins wrapped it up with a 1 - 2 - 2 ninth .	1	1	0	0	
He walked one and matched a season high with six strikeouts .	1	0	1	0	
Rasner ( 5 - 7 ) allowed three earned runs and seven hits .	1	0	0	0	
He snapped a three - start losing streak .	0	0	1	0	
New York right-hander Darrell Rasner gave up four runs in the first but shut out the Blue Jays over the next four innings to win for just the second time in nine outings .	0	1	1	0	
It was the 18th time Jeter has led off a game with a home run .	0	0	1	0	
A-Rod 's milestone shot came three innings after Jeter led off the game with a drive to right , his fifth of the year .	0	1	1	0	
Mike Schmidt ( 548 ) is next .	0	0	1	0	
Rodriguez has already passed Ted Williams ( 521 ) , Willie McCovey ( 521 ) and Jimmie Foxx ( 534 ) on the career home run chart this season .	0	0	1	0	
He has hit 58 homers against the Los Angeles Angels .	0	0	1	0	
The three - time AL MVP has 47 career home runs against Toronto , his second-highest total against any opponent .	0	0	1	0	
It was Rodriguez 's 192nd home run with the Yankees , tying Tino Martinez for 15th place on the franchise list .	0	0	1	0	
Rodriguez passed Mantle with a leadoff homer in the fourth , driving a 3 - 2 pitch from left-hander Brian Tallet off the left-field foul pole for his 19th of the season .	1	1	1	0	
New York is 5 - 1 following a shutout , outscoring opponents 36 - 16 in those games .	0	0	1	0	
Rodriguez , Jeter and Brett Gardner each had three RBIs as the Yankees rebounded after being blanked 5 - 0 Friday night by Roy Halladay 's two - hitter .	0	1	1	0	
Rodriguez was struck by the links between Mantle and Murcer , including the fact that both were from Oklahoma .	0	0	1	0	
He also took over Mantle 's locker .	0	0	1	0	
Murcer , who was 62 , joined the Yankees in 1965 as an infielder but was soon was playing in center field , Mantle 's old spot .	0	0	1	0	
After the game , the Yankees learned of Murcer 's death due to complications from brain cancer , and players spoke fondly of a man who spent nearly four decades with the team as a player , executive and beloved broadcaster .	0	0	1	0	
Rodriguez 's 537th homer moved him into 13th place , and Derek Jeter hit No . 200 of his career to help the Yankees beat the Toronto Blue Jays 9 - 4 on Saturday .	1	1	1	0	
TORONTO ( AP ) -- On the day Alex Rodriguez passed Mickey Mantle on the major league home run list , the New York Yankees were left mourning Bobby Murcer -- the former star who replaced Mantle in the lineup long ago .	0	0	1	0	
He struck out eight .	1	0	0	0	
After going a career-high eight innings to beat Martinez the last time he faced the Mets , Jimenez gave up seven hits over six innings .	1	0	1	0	
Reyes homered to deep right-center leading off the fifth , his 10th of the year , and the Mets made it 3 - 0 in the sixth when Carlos Delgado reached on a base hit and Schneider slipped a double past first baseman Jeff Baker down the line .	1	1	1	0	
Beltran stole third and scored on a base hit by Tatis .	0	1	0	0	
Fresh off his first road win in 12 starts , Jimenez needed just seven pitches to get through the first inning and did n't allow a hit until Carlos Beltran doubled in the fourth .	0	1	1	0	
The offensive ineptitude squandered a second consecutive serviceable start by Ubaldo Jimenez ( 4 - 9 ) , who constantly challenged the Mets with a 98-mph fastball .	1	1	0	0	
The defending NL champs managed only five base runners a day after blowing bases-loaded chances three straight innings in a 2 - 1 loss .	0	1	1	0	
The Rockies have dropped five of seven since a season-best five - game winning streak , mostly because they ca n't score runs .	0	0	1	0	
He lobbied to stay in the game but , with the All-Star break coming up , Manuel was n't having it .	0	1	0	0	
The three - time Cy Young Award winner said he 's had a sore groin that caused his stride to be off , putting pressure on his surgically repaired right shoulder .	0	1	1	0	
Martinez stayed in the game and Brad Hawpe singled for the Rockies ' only hit , but Chris Iannetta grounded into a double play to end the inning .	0	1	0	0	
He began stretching and flexing his shoulders , and Manuel and a trainer went out to the mound immediately .	0	1	0	0	
Martinez cruised through the first three innings without allowing a hit before walking Matt Holliday on five pitches .	0	1	0	0	
It was Wagner 's 22nd save in 28 chances .	1	0	1	0	
Carlos Muniz ( 1 - 1 ) pitched two innings for his first career win , Aaron Heilman and Scott Schoeneweis went an inning each , and Billy Wagner worked a perfect ninth to wrap up the Mets ' 17th win in 19 games against the Rockies at Shea Stadium .	1	0	1	0	
They 're a season-best six games over .500 and moved within a half-game of Philadelphia in the NL East , after the Phillies lost 10 - 4 to the Arizona Diamondbacks .	0	0	1	0	
Jose Reyes homered and Fernando Tatis and Brian Schneider also drove in runs for the Mets ( 50 - 44 ) , who have won eight straight for the first time since June 7 - 15 , 2006 .	1	0	1	0	
The bullpen has gone 18 1/3 innings without allowing a run , and the one - hitter made the Mets the first team in modern baseball history to allow three hits or less in five consecutive games , according to the Elias Sports Bureau .	1	0	0	0	
Why risk it ?	0	1	0	0	
The Mets manager pulled Martinez after four innings on Saturday because of tightness in his right shoulder , but New York 's resilient relievers held the Colorado Rockies without a hit the rest of the way in a 3 - 0 victory .	1	1	0	0	
Turns out Jerry Manuel can be just as stubborn .	0	0	1	0	
NEW YORK ( AP ) -- Pedro Martinez could n't remember the last time he did n't get his way .	0	0	1	0	
He was bunted to second , then he and Berkman scored on Lee 's two - out single .	0	1	0	0	
Backe 's single to left led off the seventh .	0	1	0	0	
Berkman then stole second without a throw when the Nationals stopped paying attention to him , a miscue that became costly when Lee singled to center to score Berkman .	0	1	0	0	
Backe doubled to left open the third inning and scored on Lance Berkman 's two - out single .	1	0	0	0	
Perez enters the break with a respectable 3.71 ERA , but , like many Nationals pitchers , he has suffered from a seasonlong lack of run support .	1	0	1	0	
Washington starter Odalis Perez ( 2 - 7 ) , whose last outing ended prematurely when he was ejected after arguing a pair of third-inning balks , allowed three runs and nine hits over six innings .	1	0	1	0	
They sent the minimum number of batters to the plate over the final five innings , their only two runners erased by double plays .	0	1	0	0	
They were shut out for the 12th time , most in the majors , and have lost 10 of 13 .	0	0	1	0	
Backe feasted on the injury-plagued Nationals , who have baseball 's worst record and worst offense .	0	1	1	0	
He worked out of jams in the second and third but settled down in the middle innings before he was removed after issuing a walk to lead off the eighth .	1	1	0	0	
He supplemented his first multihit game of the year with his best game to date on the mound , allowing only five hits with four walks and five strikeouts .	1	0	1	0	
But back to Backe ( 6 - 9 ) , who apparently has n't heard that pitchers are n't supposed to spend a ton of time on the basepaths on a hot summer day .	1	0	1	0	
Ty Wigginton added his eighth homer of the season and Lee had three RBIs for the Astros , who took two of three from the Nationals and finished 4 - 5 on their road trip leading into the All-Star break .	1	0	1	0	
About the only thing he did n't do was execute a squeeze play in the fourth inning , instead fouling the pitch off .	0	1	0	0	
He was so effective at the plate that other players were laying down sacrifice bunts to move their pitcher along .	0	1	0	0	
He pitched seven - plus innings , went 2 - for - 3 with a double and scored twice in the Houston Astros ' 5 - 0 victory over the notoriously shutout-prone Washington Nationals .	1	1	0	0	
On Sunday , he was about as close to Mr. Everything as he 's ever going to get .	0	1	0	0	
All things being equal , he 'd rather be an everyday player than a pitcher .	0	0	1	0	
WASHINGTON ( AP ) -- Brandon Backe loves to bat , slide and play the field .	0	0	1	0	
Reliever Bill Bray promptly walked Prince Fielder and then allowed a run-scoring double by Gabe Kapler .	1	0	0	0	
Bailey left with a runner at first and 2 - 1 lead in the sixth , but the bullpen let him down .	1	1	0	0	
Sabathia also went deep June 21 , with Cleveland against the Los Angeles Dodgers .	0	1	0	0	
Bailey 's only mistake was a 0 - 2 pitch in the third that Sabathia lined over the wall in right .	1	1	0	0	
He allowed two runs and five hits over 5 2/3 innings , did n't walk a batter and struck out four .	1	0	0	0	
Bailey , recalled from Triple-A Louisville before the game , matched up well with Sabathia early .	0	0	1	0	
Hairston will have an MRI in Cincinnati on Monday .	0	0	1	0	
