Sentence	B	W	A	H	Abs
The Utah Jazz ( 25 - 36 ) defeated the Philadelphia 76ers ( 13 - 49 ) 89 - 83 on Friday .	1	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-TIME NUM-TIME NOUN-TIME X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
The Raptors ' next game will be at home against the Cleveland Cavaliers on Wednesday , while the Sixers will travel to Oklahoma_City to play the Thunder on Wednesday .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
Starting at point guard , Isaiah Canaan added 14 points ( 5 - 12 FG , 4 - 8 3Pt ) and three assists in 25 minutes as well .	1	0	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-PERCENT NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
It marked just his third time in double figures this season .	0	0	1	0	PROPN-ORG DET-ORG PROPN-ORG PROPN-DATE PROPN-ORG NOUN-ORG PROPN-DATE PUNCT-.
Also coming off the bench , Thomas Robinson posted an efficient 13 points ( 6 - 8 FG , 1 - 2 FT ) and five rebounds in just 14 minutes .	1	0	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE NUM-76ers X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Over his first five games since joining Philadelphia , he 's averaging 10 points and six assists .	0	0	1	0	PROPN-DATE NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE DET-EVENT PROPN-EVENT PUNCT-EVENT X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE PROPN-PERSON PUNCT-.
It was far - and - away his best game since joining the Sixers at the trade deadline .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Coming off the bench , Ish Smith finished with 19 points ( 8 - 13 FG , 1 - 2 3Pt , 2 - 3 FT ) , five rebounds and nine assists .	1	0	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE PROPN-DATE PUNCT-.
Over his last three games , he 's now averaging 14 points and 11 rebounds , as he continues to improve as the season wears on .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG VERB-ORG ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
He also added seven rebounds and two steals .	1	0	0	0	PROPN-PERSON PROPN-GPE NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME PUNCT-.
For the Sixers , Nerlens Noel continued with his strong play , posting 17 points on a perfect 7 - for - 7 from the field and 3 - for - 4 from the free throw line .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE NUM-CARDINAL X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE ADJ-DATE NUM-DATE PROPN-GPE PROPN-DATE PROPN-PERSON PUNCT-.
Louis Williams went off for 21 points ( 6 - 15 FG , 2 - 9 3Pt , 7 - 7 FT ) and five assists in 30 minutes , while Patrick Patterson added 15 points ( 6 - 10 FG , 2 - 4 3Pt , 1 - 1 FT ) and four rebounds in 29 minutes .	1	0	0	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Raptors also got a huge boost from their bench though .	0	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
It was his eighteenth start of the season , as he 's now pushed his season averages to 10 points and 4 assists on the year .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
With Kyle Lowry sitting out on a day of rest , Greivis Vasquez started at the point , finishing with 12 points ( 5 - 8 FG , 2 - 4 3Pt ) and five assists .	1	1	0	1	PROPN-PERSON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
He went 12 - for - 24 from the field and 1 - for - 3 from the three - point line to score a game - high of 35 points , while also adding nine rebounds and five assists .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-) PROPN-DATE PUNCT-.
Leading the Raptors was DeMar DeRozan , who was nearly unstoppable in this one .	0	1	0	0	PROPN-PERSON NUM-CARDINAL ADV-CARDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Despite an evenly played game , the Raptors forced the Sixers into 16 turnovers , while committing just 11 of their own , which may have made just enough of a difference to push the Raptors to a victory on the road in Philadelphia on Monday .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-DATE NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NOUN-DATE PROPN-DATE PUNCT-.
Both teams shot surprisingly well in this one , with the Raptors finishing at 51 percent from the field and 41 percent from the three - point line , while the Sixers went 53 percent from the floor and 40 percent from deep .	1	1	0	0	NUM-CARDINAL ADJ-DATE NUM-DATE PROPN-ORG ADV-ORDINAL X-CARDINAL_COMPARISON PUNCT-.
The Toronto Raptors ( 38 - 22 ) defeated the Philadelphia 76ers ( 13 - 47 ) 114 - 103 on Monday at the Wells_Fargo_Center in Philadelphia .	1	1	0	0	PROPN-DATE PROPN-LOC PROPN-ORG PROPN-DATE PUNCT-.
Indiana returns home to host the Warriors , also on Sunday .	0	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON PROPN-DATE NOUN-CARDINAL PROPN-GPE PUNCT-.
Up next , the Sixers head to Orlando to take on the Magic on Sunday .	0	0	1	0	NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG PROPN-PRODUCT PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
In his first game in more than two years , Jason Richardson scored seven points in 18 minutes .	1	0	1	0	PROPN-ORG DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG X-CARDINAL_COMPARISON PROPN-ORG NUM-CARDINAL PROPN-ORG PUNCT-.
Nerlens Noel added 12 points , nine rebounds and nine blocks , while Tim Frazier , who started with Michael Carter-Williams no longer on the roster , finished with 13 points .	1	0	0	0	PROPN-PRODUCT PROPN-ORG DET-DATE NOUN-DATE PUNCT-.
The Pacers had 24 assists on 40 field goals and forced Philadelphia into 17 turnovers .	1	0	0	0	PROPN-ORG NUM-PERCENT NOUN-PERCENT NUM-PERCENT NOUN-PERCENT NUM-CARDINAL PUNCT-.
Luis Scola added 16 points and seven rebounds , while Damjan Rudez chipped in 10 points .	1	0	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Miles scored 17 points on 6 - of - 12 shooting .	1	0	0	0	PROPN-PERSON PART-PERSON DET-DATE NOUN-DATE ADP-DATE PROPN-DATE PROPN-PERSON NUM-CARDINAL PUNCT-.
The Pacers had only one starter in double - figures , as C.J .	0	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Indiana jumped out to a 23 - 16 lead in the first quarter and never looked back , extending the lead to 18 points at the half .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-DATE NUM-DATE PUNCT-.
The Pacers ( 22 - 33 ) knocked off the 76ers ( 12 - 42 ) 106 - 95 behind 30 points and four assists from Rodney Stuckey .	1	1	0	0	PROPN-PERSON PART-PERSON NUM-CARDINAL DET-DATE NOUN-DATE PUNCT-.
On the injury front , Michael Carter-Williams will work with team trainers Sunday to test out his injured foot and is considered questionable for Philadelphia 's next game , which is Monday against Golden_State .	0	0	0	1	PROPN-ORG PROPN-PERSON PUNCT-.
Robert Covington had a game - high 22 points to go with eight rebounds and a block .	1	1	0	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Tim Frazier moved into the starting lineup and dished out eight assists in 37 minutes of play .	1	0	0	0	PROPN-PERSON X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Philadelphia bounced back from a 107 - 96 loss in Boston on Friday to beat a Charlotte team that had won seven of its last ten games entering Saturday .	1	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-PERCENT NOUN-ORG X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Charlotte has a slim one - game lead on Miami for the seventh spot in the East , with Brooklyn and Detroit also within striking distance .	0	0	1	0	PROPN-PERSON PUNCT-.
Lance Stephenson had a tough night from the floor , going 3 - for - 11 on field goal attempts to finish with six points in 33 minutes on the floor .	1	1	0	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Charlotte notched two victories against Washington earlier in the week , but was unable to carry that momentum into Saturday 's contest .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Hornets were outscored by 17 after Kidd-Gilchrist left the contest .	0	1	0	0	NUM-CARDINAL PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
Charlotte 's Michael Kidd-Gilchrist went down with a hamstring injury and did not return .	0	0	0	1	PROPN-PERSON NOUN-ORG PUNCT-.
The 76ers were down by six at the half , but outscored the Hornets 28 - 13 in the third quarter to gain the lead .	0	1	0	0	NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Philadelphia won its fourth straight home game despite being without point guard Michael Carter-Williams , who was sidelined with a foot injury .	0	0	1	1	PROPN-PERSON PART-PERSON PROPN-ORG NUM-CARDINAL ADP-PERCENT NUM-PERCENT NOUN-PERCENT PUNCT-.
The Philadelphia 76ers ( 12 - 40 ) defeated the Charlotte Hornets ( 22 - 28 ) 89 - 81 on Saturday at the Wells_Fargo_Center .	1	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Knicks ' next game will be at home against the Orlando Magic on Friday , while the Sixers will be at home against the Toronto Raptors on Friday .	0	0	1	0	PROPN-ORG DET-ORG PROPN-ORG PROPN-DATE NOUN-ORG PROPN-GPE PROPN-ORG PROPN-DATE PUNCT-.
McDaniels who had 12 points ( 4 - 13 FG , 2 - 3 3Pt , 2 - 2 FT ) in 24 minutes .	1	0	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The only other Sixer to reach double figures in points was K.J .	0	1	0	0	PROPN-ORG NUM-CARDINAL PUNCT-.
It was only his third double - double of the season , but second in his last three games .	0	0	1	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL PUNCT-.
Henry Sims was able to notch a double - double , contributing 11 points ( 4 - 12 FG , 3 - 4 FT ) and 12 rebounds .	1	1	0	0	PROPN-PERSON ADJ-PERSON PROPN-PERSON ADJ-DATE NOUN-DATE PUNCT-.
The four asssists marked a new season - high for him , as he 's averaged only 1 assists per game so far this season .	0	0	1	0	DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON PUNCT-) DET-LAW PROPN-LAW X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Covington on the other had finished with 17 points ( 5 - 11 FG , 3 - 8 3Pt , 4 - 4 FT ) and four assists .	1	0	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
He 's now scored 20 or more points in four out of his last six games , as he 's the clear scoring leader for this struggling Sixers team .	0	0	1	0	PROPN-PERSON PROPN-ORG PUNCT-.
Carter-Williams had himself a day , finishing with 27 points ( 10 - 26 FG , 0 - 1 3Pt , 7 - 8 FT ) , six rebounds , seven assists and five steals .	1	0	0	0	PROPN-PERSON PROPN-DATE PUNCT-.
The Sixers saw most of their production from the duo of Michael Carter-Williams and Robert Covington .	0	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON PUNCT-.
Coming off the bench , Tim Hardaway Jr. added 13 points ( 5 - 13 FG , 0 - 3 3Pt , 3 - 4 FT ) in 20 minutes .	1	0	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The rebounds , assists , steals and blocks all either marked a new season - high or matched one from earlier this month .	1	0	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON PROPN-PRODUCT NUM-CARDINAL DET-TIME ADJ-TIME NUM-TIME NOUN-TIME PUNCT-.
In just his sixth game and second start of the year , rookie Langston Galloway had a solid day , filling up the stat sheet with 11 points ( 5 - 11 FG , 1 - 2 3Pt , 0 - 1 FT ) , seven rebounds , four assists , two steals and a block .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME NUM-CARDINAL NUM-TIME NOUN-TIME NUM-CARDINAL PROPN-PRODUCT PUNCT-.
He had a very poor showing in Monday 's game against the Pelicans , so it was good to see him regain some of his confidence and shoot the ball well .	0	1	1	0	DET-ORG PROPN-ORG DET-ORG PROPN-ORG PROPN-DATE ADJ-ORDINAL PROPN-PERSON PUNCT-.
He went 5 - for - 10 from the field and 3 - for - 6 from the three - point line to score 15 points , while adding seven assists as well .	1	0	0	0	PROPN-ORG NUM-DATE NOUN-DATE DET-ORG PROPN-ORG PUNCT-.
Jose Calderon had a strong showing of his own .	0	1	0	0	PROPN-GPE X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-DATE PROPN-GPE PUNCT-.
It was his fourth double - double of the season , while he 's averaged 25 points and 8 rebounds per game over his last three matchups .	0	0	1	0	PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
For the Knicks , Carmelo Anthony came out firing Wednesday , scoring 27 points ( 8 - 24 FG , 2 - 7 3Pt , 9 - 10 FT ) , while also recording 11 rebounds and four assists .	1	0	0	0	NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
The Knicks also out - rebounded the Sixers 52 - 43 , even furthering their advantage in this one .	0	1	0	0	PROPN-PERSON PROPN-GPE PROPN-PERSON PUNCT-.
The Knicks were the better shooters in this game , going 41 percent from the field and 35 percent from the three - point line , while the Sixers went just 37 percent from the floor and 35 percent from beyond the arc .	1	1	0	0	NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The New_York Knicks ( 7 - 36 ) defeated the Philadelphia 76ers ( 8 - 34 ) 98 - 91 on Wednesday at the Wells_Fargo_Center in Philadelphia .	1	1	0	0	PROPN-PERSON ADV-CARDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Thunder will also travel to the Motor City for a date with the Pistons on Sunday evening .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON PUNCT-.
Next up , the Sixers head to Detroit to take on the Pistons on Saturday night .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Nerlens Noel added 11 points and 10 rebounds , and Luc Richard Mbah_a_Moute had 11 points in 27 minutes .	1	0	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL PUNCT-.
Four Sixers ’ starters finished in double - figures , with Michael Carter-Williams ’ 16 points and 14 rebounds setting the pace .	1	1	0	0	PROPN-GPE NOUN-ORDINAL NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PROPN-ORG PUNCT-.
McDaniels added 11 points .	1	0	0	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL PROPN-PERSON PROPN-ORG PUNCT-.
Robert Covington led the way with 21 points ( 8 - 13 FG ) off the bench , and K.J .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
Philadelphia shot a paltry 38 percent from the floor and committed 17 turnovers .	1	0	0	0	PROPN-GPE PUNCT-.
The Sixers , meanwhile , came back to reality after winning their first game of the season over Minnesota on Wednesday .	0	0	1	1	PROPN-PERSON PROPN-TIME NOUN-TIME PART-TIME NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Oklahoma_City shot nearly 50 percent from the field and converted 24 - of - 31 free throws .	1	1	0	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PROPN-DATE NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Thunder also got contributions from the bench , with Reggie Jackson and Jeremy Lamb contributing 11 and 15 points , respectively .	1	1	0	0	PROPN-PERSON PROPN-ORG PROPN-GPE PUNCT-.
Serge Ibaka had 19 points and four rebounds , and Russell Westbrook put up a game - high 27 points ( 10 - 14 FT ) with seven assists and six turnovers .	1	1	0	0	NUM-CARDINAL PROPN-ORG PUNCT-.
In just his second game back , Kevin Durant struggled , finishing with 10 points on 3 - of - 11 shooting to go with six rebounds and three assists in 29 minutes .	1	0	1	0	PROPN-DATE PROPN-PERSON PROPN-DATE PROPN-ORG PROPN-DATE PUNCT-.
The lead was extended to as much as 18 in the third quarter , and coach Scott Brooks held out many of his regulars for most of the fourth quarter .	0	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE NUM-76ers X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE PROPN-GPE PUNCT-.
Oklahoma_City jumped out to a seven - point first quarter lead and led by 10 points at halftime .	0	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON ADP-without PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-DATE PUNCT-.
The Thunder ( 6 - 13 ) knocked off the 76ers ( 1 - 18 ) 103 - 91 in Philadelphia on Friday night .	1	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Blazers ' next game will be on the road in Charlotte against the Hornets on Wednesday , while the Sixers will be at home against the Brooklyn Nets on Wednesday .	0	0	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Coming off the bench , Nerlens Noel had 12 points and five rebounds .	1	0	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-) PUNCT-.
Sims finished with 22 points , which was a nice surprise for the Sixers as he 's only averaging 9 points on the season .	1	0	1	0	PROPN-GPE NUM-PERCENT NOUN-PERCENT NUM-PERCENT NOUN-PERCENT NUM-CARDINAL DET-ORG PROPN-ORG CCONJ-ORG PROPN-ORG ADJ-ORDINAL NOUN-PERSON PUNCT-.
The third Sixer who reached the 20 - point mark was starting center Henry Sims .	0	1	0	0	PROPN-PERSON NOUN-TIME NUM-CARDINAL X-CARDINAL_COMPARISON SYM-PERCENT PROPN-ORG X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME ADV-TIME NUM-TIME NOUN-TIME PROPN-GPE DET-TIME NOUN-TIME PUNCT-.
He came one assist shy of his second double - double of the season and finished with 20 points and nine assists .	1	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-TIME NOUN-TIME PUNCT-.
Fellow backcourt mate Tony Wroten also had a solid all - around game on Monday .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON DET-TIME NOUN-TIME PUNCT-.
It was his seventh game of the season after sitting out with injury , and he seems to be getting back in a rhythm .	0	0	1	1	NUM-PERCENT NOUN-PERCENT PROPN-GPE NUM-CARDINAL ADJ-ORDINAL PUNCT-.
The Sixers were led by Michael Carter-Williams , who scored a season - high 24 points , while also grabbing seven rebounds .	1	1	1	0	PROPN-ORG PROPN-GPE PROPN-DATE PROPN-PERSON NOUN-DATE PROPN-GPE PROPN-ORG PROPN-DATE PUNCT-.
The only other Blazer to reach double figures in scoring was Robin Lopez , who had 12 points and eight rebounds .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE NUM-76ers X-CARDINAL_COMPARISON PROPN-DATE NOUN-CARDINAL PROPN-GPE PUNCT-.
Wes Matthews was the other major contributor on the offensive side of the ball , as he shot 6 - for - 16 from the field and 2 - for - 8 from beyond the arc to score 17 points in 32 minutes .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-ORG PUNCT-.
He 's now averaging 20 points and 7 assists on the year .	0	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL NOUN-PERSON DET-DATE VERB-DATE PROPN-DATE PUNCT-.
Fellow superstar Damian Lillard shot 6 - for - 11 from the field and 1 - for - 4 from the three - point line to score 16 points , while also grabbing five rebounds and handing out four assists .	1	0	0	0	PROPN-PERSON NOUN-ORG PUNCT-.
He went off for 33 points ( 13 - 20 FG , 1 - 1 3Pt , 6 - 7 FT ) and 11 rebounds , giving him his second straight double - double and fifth on the year .	1	1	1	0	PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PROPN-PRODUCT PUNCT-.
LaMarcus Aldridge was an unstoppable force on Monday , as the Sixers ' young frontcourt had no answer for him .	0	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-PERCENT NOUN-PERCENT NUM-PERCENT NOUN-PERCENT NUM-CARDINAL PROPN-ORG NUM-PERCENT NOUN-PERCENT ADV-PERCENT NUM-PERCENT NOUN-PERCENT PUNCT-.
This is the eigth straight victory for the Blazers , who now have the second best record in the Western_Conference .	0	0	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Sixers big men also struggled with the Blazers ' bigs , as they were out - rebounded by a hefty 52 - 29 margin .	0	1	0	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-PERSON PROPN-PERSON PART-PERSON NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-PERSON PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PUNCT-.
Despite taking a 52 - 50 lead into halftime , the Sixers came out of the half cold and were out - scored by the Blazers 39 - 28 in the third quarter , allowing them to coast to the 10 - point victory .	0	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Portland Trail_Blazers ( 11 - 3 ) defeated the Philadelphia 76ers ( 0 - 14 ) 114 - 104 on Monday at the Wells_Fargo_Center in Philadelphia .	1	1	0	0	PROPN-PERSON NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
The Sixers will have a legitmitate chance at their first win of the season Saturday when they go to New_York to face the Knicks .	0	0	1	0	ADJ-CARDINAL NUM-CARDINAL PROPN-PERSON NOUN-ORG PUNCT-.
McDaniels scored a career - high 17 points in 28 minutes , and the fact that he played so many minutes after commenting to the media that he is frustrated with his playing time indicates that the team did n't take much offense to his comments .	1	0	1	1	PUNCT-.
K.J .	0	0	0	1	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PROPN-ORG NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PROPN-PERSON PUNCT-.
Tony Wroten started at shooting guard next to Michael Carter-Williams on Friday , an experiment the Sixers seemed to be opposed to coming into this season , and it 's a starting lineup that is unlikely to stick .	0	0	1	1	PROPN-ORG PROPN-PERSON PUNCT-.
While that 's a deplorable situation to be in regardless of the situation , it 's in no way a surprise that the Sixers have n't been able to pull off a win .	0	0	1	1	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Philadelphia has lost 12 straight games to start the season .	0	0	1	0	NUM-CARDINAL PUNCT-.
They 'll continue their trip Saturday in Indiana against the Pacers .	0	0	1	0	NUM-CARDINAL PUNCT-.
He put up 23 points and eight rebounds in 24 minutes off the bench .	1	0	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Isaiah Thomas paced the Suns on Friday .	0	1	0	0	PROPN-PERSON ADJ-PERCENT SCONJ-PERCENT NUM-PERCENT NOUN-PERCENT NUM-CARDINAL PROPN-PERSON ADJ-DATE NUM-DATE PROPN-DATE PROPN-PERSON PUNCT-.
After dropping the first game of the trip 120 - 107 to the Los Angeles Clippers , they 've rattled off three consecutive wins over some of the never - weres of the Eastern_Conference .	0	0	1	0	PROPN-PERSON PUNCT-.
